,title,lyrics
31, Acorda Amor ,"`Acorda, amor
Eu tive um pesadelo agora
Sonhei que tinha gente lá fora
Batendo no portão, que aflição
Era a dura, numa muito escura viatura
Minha nossa santa criatura
Chame, chame, chame lá
Chame, chame o ladrão, chame o ladrão

Acorda, amor
Não é mais pesadelo nada
Tem gente já no vão de escada
Fazendo confusão, que aflição
São os homens
E eu aqui parado de pijama
Eu não gosto de passar vexame
Chame, chame, chame
Chame o ladrão, chame o ladrão

Se eu demorar uns meses
Convém, às vezes, você sofrer
Mas depois de um ano eu não vindo
Ponha a roupa de domingo
E pode me esquecer

Acorda, amor
Que o bicho é brabo e não sossega
Se você corre, o bicho pega
Se fica não sei não
Atenção!

Não demora
Dia desses chega a sua hora
Não discuta à toa, não reclame
Clame, chame lá, chame, chame
Chame o ladrão, chame o ladrão, chame o ladrão
(Não esqueça a escova, o sabonete e o violão)`"
32, Agora Falando Sério ,"`Agora falando sério
Eu queria não cantar
A cantiga bonita
Que se acredita
Que o mal espanta
Dou um chute no lirismo
Um pega no cachorro
E um tiro no sabiá
Dou um fora no violino
Faço a mala e corro
Pra não ver a banda passar

Agora falando sério
Eu queria não mentir
Não queria enganar
Driblar, iludir
Tanto desencanto
E você que está me ouvindo
Quer saber o que está havendo
Com as flores do meu quintal?
O amor-perfeito, traindo
A sempre-viva, morrendo
E a rosa, cheirando mal

Agora falando sério
Preferia não falar
Nada que distraísse
O sono difícil
Como acalanto
Eu quero fazer silêncio
Um silêncio tão doente
Do vizinho reclamar
E chamar polícia e médico
E o síndico do meu tédio
Pedindo pra eu cantar

Agora falando sério
Eu queria não cantar
Falando sério

Agora falando sério
Eu queria não falar
Falando sério`"
33," Ai, Se Eles Me Pegam Agora ","`Ai, se mamãe me pega agora de anágua e de combinação
Será que ela me leva embora ou não
Será que vai ficar sentida, será que vai me dar razão
Chorar sua vida vivida em vão
Será que faz mil caras feias, será que vai passar carão
Será que calça as minhas meias e sai deslizando pelo salão
Eu quero que mamãe me veja pintando a boca em coração
Será que vai morrer de inveja ou não
Ai, se papai me pega agora abrindo o último botão
Será que ele me leva embora ou não
Será que fica enfurecido será que vai me dar razão
Chorar o seu tempo vivido em vão
Será que ele me trata à tapa e me sapeca um pescoção
Ou abre um cabaré na lapa e aí me contrata como atração
Será que me põe de castigo será que ele me estende a mão
Será que o pai dança comigo ou não?`"
34, Almanaque ,"`Ó menina vai ver nesse almanaque
como é que isso tudo começou

Diz quem é que marcava o tic-tac
e a ampulheta do tempo disparou

Se mamava se sabe lá em que teta
o primeiro bezerro que berrou

Me diz, me diz, me responde por favor
Pra onde vai o meu amor
Quando o amor acaba

Quem penava no sol a vida inteira
como é que a moleira não rachou

Me diz, me diz

Quem tapava esse sol com a peneira
e quem foi que a peneira esfuracou

Me diz, me diz, me diz por favor

Quem pintou a bandeira brasileira
Que tinha tanto lápis de cor

Me diz, me diz, me responde por favor
Pra onde vai o meu amor
Quando o amor acaba

Diz quem foi que fez o primeiro teto
Que o projeto não desmoronou

Quem foi esse pedreiro esse arquiteto
E o valente primeiro morador

Me diz, me diz, um morador

Diz quem foi que inventou o analfabeto
E ensinou o alfabeto ao professor

Me diz, me diz
Me responde por favor
Pra onde vai o meu amor
Quando o amor acaba

Quem é que sabe o signo do capeta
E o ascendente de Deus Nosso Senhor

Nosso Senhor

Quem não fez a patente da espoleta
Explodir na gaveta do inventor

Me diz, me diz, me diz por favor

Quem tava no volante do planeta
Que o meu continente capotou

Me responde por favor
Pra onde vai o meu amor
Quando o amor acaba

Vê se tem no almanaque, essa menina,
Como é que termina um grande amor

Me diz, me diz... Um grande amor

Se adianta tomar uma aspirina
Ou se bate na quina aquela dor

Me diz, me diz
Me diz... Aquela dor

Se é chover o ano inteiro chuva fina
Ou se é como cair do elevador

Me responde por favor
Pra que que tudo começou

Quando tudo acaba.`"
35," Alô, Liberdade ","`Alô, liberdade
Desculpa eu vir
Assim sem avisar
Mas já era tarde
E os galos tão
Cansados de cantar

Bom dia, alegria
A minha companhia
Vai cantar
Sutil melodia
Pra te acordar

Quem vai querer tocar trombeta
Pem pererém pererém
Pempem
Quem vai querer tocar matraca
Tracatracatraca
Tracatraca
Quem vai de flauta e clarineta
Fi firiri
Firiri fifi
Quem é que vai de prato e facaa
Taca cheque taca
Chequetaca checá
Quem vai querer sair da banda
Pan pararan
Pararan panpan
Hoje a banda sairá

Alô, liberdade
levante, lava o rosto
Fica em pé
Como é, liberdade ...
Vou ter que requentar
O teu café

Bom dia, alegria
A minha companhia
Vai cantar
Em doce harmonia
Pra te alegrar

Quem vem com a boca no trombone
Pom pororom
pororom pompom
Quem vem com a bossa no pandeiro
Chá carachá
Carachá chachá
E quem toca só toca telefone
Trim tiririm
Tiririm trimtrim
E quem só canta no chuveiro
Trá tralalá
Tralalá lalá
Quem vai querer sair na banda
Pan panpan
Hoje a banda sairá
Laiaralaialaialaiá
Hoje a banda sairá
Olá, liberdade!`"
36, Alumbramento ,"`Deve ser bem morna
Deve ser maternal
Sentar no colchão
E sorrir, e zangar
Tapear tua mão
Isso sim, isso não

Deve ser bem louca
Deve ser animal
Hálito de gim
Vai fingir, vai gemer
E dizer:
Ai de mim!

E de repente deve ter
Um engenho, um poder
Que é pro menino fraquejar
Alucinar, derreter

Deve estar com pressa
E partir, e deixar
Cica de caju
No olhar do guri
Por aí
Deve ser`"
37, Amando Sobre Os Jornais ,"`Amando noites afora
Fazendo a cama sobre os jornais
Um pouco jogados fora
Um pouco sábios demais
Esparramados no mundo
Molhamos o mundo com delícias
As nossas peles retintas
De notícias

Amando noites a fio
Tramando coisas sobre os jornais
Fazendo entornar um rio
E arder os canaviais
Das páginas flageladas
Sorrimos, mãos dadas e, inocentes
Lavamos os nossos sexos
Nas enchentes

Amando noites a fundo
Tendo jornais como cobertor
Podendo abalar o mundo
No embalo do nosso amor
No ardor de tantos abraços
Caíram palácios
Ruiu um império
Os nossos olhos vidrados
De mistério`"
38," Amanhã, Ninguém Sabe ","`Hoje, eu quero
Fazer o meu carnaval
Se o tempo passou, espero
Que ninguém me leve a mal
Mas se o samba quer que eu prossiga
Eu não contrario não
Com o samba eu não compro briga
Do samba eu não abro mão

Amanhã, ninguém sabe
Traga-me um violão
Antes que o amor acabe
Traga-me um violão
Traga-me um violão
Antes que o amor acabe

Hoje, nada
Me cala este violão
Eu faço uma batucada
Eu faço uma evoluçao
Quero ver a tristeza de parte
Quero ver o samba ferver
No corpo da porta-estandarte
Que o meu violão vai trazer

Amanhã ninguém sabe
Traga-me a morena
Antes que o amor acabe
Traga-me uma morena
Traga-me uma morena
Antes que o amor acabe

Hoje, pena
Seria esperar em vão
Eu já tenho uma morena
Eu já tenho um violão
Se o violão insistir, na certa
A morena ainda vem dançar
A roda fica aberta
E a banda vai passar

Amanhã, ninguém sabe
No peito de um cantador
Mais um canto sempre cabe
Eu quero cantar o amor
Eu quero cantar o amor
Antes que o amor acabe`"
39, Amigo É Pra Essas Coisas ,"`- Salve!
- Como é que vai?
- Amigo, há quanto tempo!
- Um ano ou mais...
- Posso sentar um pouco?
- Faça o favor
- A vida é um dilema
- Nem sempre vale a pena...
- Ah!...
- O que é que há?
- Rosa acabou comigo
- Meu Deus, por quê?
- Nem Deus sabe o motivo
- Deus é bom
- Mas não foi bom pra mim
- Todo amor um dia chega ao fim
- Triste
- É sempre assim
- Eu desejava um trago
- Garçom, mais dois
- Não sei quando eu lhe pago
- Se vê depois
- Estou desempregado
- Você está mais velho
- É
- Vida ruim
- Você está bem disposto
- Também sofri
- Mas não se vê no rosto
- Pode ser...
- Você foi mais feliz
- Dei mais sorte com a Beatriz
- Pois é
- Vivo bem
- Pra frente é que se anda
- Você se lembra dela?
- Não
- Lhe apresentei
- Minha memória é fogo!
- E o l'argent?
- Defendo algum no jogo
- E amanhã?
- Que bom se eu morresse!
- Prá quê, rapaz?
- Talvez Rosa sofresse
- Vá atrás!
- Na morte a gente esquece
- Mas no amor a gente fica em paz
- Adeus
- Toma mais um
- Já amolei bastante
- De jeito algum!
- Muito obrigado, amigo
- Não tem de quê
- Por você ter me ouvido
- Amigo é prá essas coisas
- Tá...
- Tome um cabral
- Sua amizade basta
- Pode faltar
- O apreço não tem preço, eu vivo ao Deus dará`"
40, Amor Barato ,"`Eu queria ser
Um tipo de compositor
Capaz de cantar nosso amor
Modesto

Um tipo de amor
Que é de mendigar cafuné
Que é pobre e às vezes nem é
Honesto

Pechincha de amor
Mas que eu faço tanta questão
Que se tiver precisão
Eu furto

Vem cá, meu amor
Aguenta o teu cantador
Me esquenta porque o cobertor é curto

Mas levo esse amor
Com o zelo de quem leva o andor
Eu velo pelo meu amor
Que sonha

Que enfim, nosso amor
Também pode ter seu valor
Também é um tipo de flor
Que nem outro tipo de flor

Dum tipo que tem
Que não deve nada a ninguém
Que dá mais que maria-sem-vergonha

Eu queria ser
Um tipo de compositor
Capaz de cantar nosso amor
Barato

Um tipo de amor
Que é de esfarrapar e cerzir
Que é de comer e cuspir
No prato

Mas levo esse amor
Com zelo de quem leva o andor
Eu velo pelo meu amor
Que sonha

Que, enfim, nosso amor
Também pode ter seu valor
Também é um tipo de flor
Que nem outro tipo de flor

Dum tipo que tem
Que não deve nada a ninguém
Que dá mais que maria-sem-vergonha`"
41, Ana De Amsterdam ,"`Sou Ana do dique e das docas
Da compra, da venda, das trocas de pernas
Dos braços, das bocas, do lixo, dos bichos, das fichas
Sou Ana das loucas
Até amanhã
Sou Ana
Da cama, da cana, fulana, sacana
Sou Ana de Amsterdam

Eu cruzei um oceano
Na esperança de casar
Fiz mil bocas pra Solano
Fui beijada por Gaspar

Sou Ana de cabo a tenente
Sou Ana de toda patente, das Índias
Sou Ana do oriente, ocidente, acidente, gelada
Sou Ana, obrigada
Até amanhã, sou Ana
Do cabo, do raso, do rabo, dos ratos
Sou Ana de Amsterdam

Arrisquei muita braçada
Na esperança de outro mar
Hoje sou carta marcada
Hoje sou jogo de azar

Sou Ana de vinte minutos
Sou Ana da brasa dos brutos na coxa
Que apaga charutos
Sou Ana dos dentes rangendo
E dos olhos enxutos
Até amanhã, sou Ana
Das marcas, das macas, da vacas, das pratas
Sou Ana de Amsterdam`"
43, Angélica ,"`Quem é essa mulher
Que canta sempre esse estribilho?

Só queria embalar meu filho
Que mora na escuridão do mar

Quem é essa mulher
Que canta sempre esse lamento?

Só queria lembrar o tormento
Que fez o meu filho suspirar

Quem é essa mulher
Que canta sempre o mesmo arranjo?

Só queria agasalhar meu anjo
E deixar seu corpo descansar

Quem é essa mulher
Que canta como dobra um sino?

Queria cantar por meu menino
Que ele já não pode mais cantar

Quem é essa mulher
Que canta sempre esse estribilho?

Só queria embalar meu filho
Que mora na escuridão do mar`"
44, Ano Novo ,"`O rei chegou
E já mandou tocar os sinos
Na cidade inteira
É pra cantar os hinos
Hastear bandeiras
E eu que sou menino
Muito obediente
Estava indiferente
Logo me comovo
Pra ficar contente
Porque é Ano Novo

Há muito tempo
Que essa minha gente
Vai vivendo a muque
É o mesmo batente
É o mesmo batuque
Já ficou descrente
É sempre o mesmo truque
E que já viu de pé
O mesmo velho ovo
Hoje fica contente
Porque é Ano Novo

A minha nega me pediu um vestido
Novo e colorido
Pra comemorar
Eu disse:
Finja que não está descalça
Dance alguma valsa
Quero ser seu par
E ao meu amigo que não vê mais graça
Todo ano que passa
Só lhe faz chorar
Eu disse:
Homem, tenha seu orgulho
Não faça barulho
O rei não vai gostar

E quem for cego veja de repente
Todo o azul da vida
Quem estiver doente
Saia na corrida
Quem tiver presente
Traga o mais vistoso
Quem tiver juízo
Fique bem ditoso
Quem tiver sorriso
Fique lá na frente
Pois vendo valente
E tão leal seu povo
O rei fica contente
Porque é Ano Novo`"
45, Anos Dourados ,"`Parece que dizes
Te amo, Maria
Na fotografia
Estamos felizes
Te ligo afobada
E deixo confissões
No gravador
Vai ser engraçado
Se tens um novo amor
Me vejo a teu lado
Te amo?
Não lembro
Parece dezembro
De um ano dourado
Parece bolero
Te quero, te quero
Dizer que não quero
Teus beijos nunca mais
Teus beijos nunca mais

Não sei se eu ainda
Te esqueço de fato
No nosso retrato
Pareço tão linda
Te ligo ofegante
E digo confusões no gravador
É desconcertante
Rever o grande amor
Meus olhos molhados
Insanos, dezembros
Mas quando me lembro
São anos dourados
Ainda te quero
Bolero, nossos versos são banais
Mas como eu espero
Teus beijos nunca mais
Teus beijos nunca mais`"
48, Apesar De Você ,"`Hoje você é quem manda
Falou, tá falado
Não tem discussão, não
A minha gente hoje anda
Falando de lado
E olhando pro chão, viu

Você que inventou esse estado
E inventou de inventar
Toda a escuridão
Você que inventou o pecado
Esqueceu-se de inventar
O perdão

Apesar de você
Amanhã há de ser
Outro dia
Eu pergunto a você
Onde vai se esconder
Da enorme euforia
Como vai proibir
Quando o galo insistir
Em cantar
Água nova brotando
E a gente se amando
Sem parar

Quando chegar o momento
Esse meu sofrimento
Vou cobrar com juros, juro
Todo esse amor reprimido
Esse grito contido
Este samba no escuro

Você que inventou a tristeza
Ora, tenha a fineza
De desinventar
Você vai pagar e é dobrado
Cada lágrima rolada
Nesse meu penar

Apesar de você
Amanhã há de ser
Outro dia
Inda pago pra ver
O jardim florescer
Qual você não queria
Você vai se amargar
Vendo o dia raiar
Sem lhe pedir licença
E eu vou morrer de rir
Que esse dia há de vir
Antes do que você pensa

Apesar de você
Amanhã há de ser
Outro dia
Você vai ter que ver
A manhã renascer
E esbanjar poesia
Como vai se explicar
Vendo o céu clarear
De repente, impunemente
Como vai abafar
Nosso coro a cantar
Na sua frente

Apesar de você
Amanhã há de ser
Outro dia
Você vai se dar mal
Etc. e tal
Lá lá lá lá laiá`"
49, Aquela Mulher ,"`Se você quer mesmo saber
Por que que ela ficou comigo
Eu digo que não sei
Se ela ainda tem seu endereço
Ou se lembra de você
Confesso que não perguntei

As nossas noites são
Feito oração na catedral
Não cuidamos do mundo
Um segundo sequer
Que noites de alucinação
Passo dentro daquela mulher
Com outros homens, ela só me diz
Que sempre se exibiu
E até fingiu sentir prazer
Mas nunca soube, antes de mim
Que o amor vai longe assim
Não foi você quem quis saber?`"
50, As Atrizes ,"`Naturalmente
ela sorria
Mas não me dava trela
Trocava a roupa
Na minha frente
E ia bailar sem mais aquela
Escolhia qualquer um
Lançava olhares
Debaixo do meu nariz
Dançava colada
Em novos pares
Com um pé atrás
Com um pé a fim

Surgiram outras
Naturalmente
Sem nem olhar a minha cara
Tomavam banho
Na minha frente
Para sair com outro cara
Porém nunca me importei
Com tais amantes
Os meus olhos infantis
Só cuidavam delas
Corpos errantes
Peitinhos assaz
Bundinhas assim

Com tantos filmes
Na minha mente
É natural que toda atriz
Presentemente represente
Muito para mim`"
51, As Caravanas ,"`É um dia de real grandeza, tudo azul
Um mar turquesa à la Istambul enchendo os olhos
Um sol de torrar os miolos
Quando pinta em Copacabana
A caravana do Arará, do Caxangá, da Chatuba
A caravana do Irajá, o comboio da Penha
Não há barreira que retenha esses estranhos
Suburbanos tipo muçulmanos do Jacarezinho
A caminho do Jardim de Alá
É o bicho, é o buchicho, é a charanga

Diz que malocam seus facões e adagas
Em sungas estufadas e calções disformes
É, diz que eles têm picas enormes
E seus sacos são granadas
Lá das quebradas da Maré

Com negros torsos nus deixam em polvorosa
A gente ordeira e virtuosa que apela
Pra polícia despachar de volta
O populacho pra favela
Ou pra Benguela, ou pra Guiné

Sol
A culpa deve ser do sol que bate na moleira
O sol que estoura as veias
O suor que embaça os olhos e a razão
E essa zoeira dentro da prisão
Crioulos empilhados no porão
De caravelas no alto mar

Tem que bater, tem que matar, engrossa a gritaria
Filha do medo, a raiva é mãe da covardia
Ou doido sou eu que escuto vozes
Não há gente tão insana
Nem caravana do Arará
Não há, não há

Sol
A culpa deve ser do sol que bate na moleira
O sol que estoura as veias
O suor que embaça os olhos e a razão
E essa zoeira dentro da prisão
Crioulos empilhados no porão
De caravelas no alto mar

Tem que bater, tem que matar, engrossa a gritaria
Filha do medo, a raiva é mãe da covardia
Ou doido sou eu que escuto vozes
Não há gente tão insana
Nem caravana
Nem caravana
Nem caravana do Arará`"
